LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-122.2817683,37.8656298,1464,BANCROFT WAY,,BERKELEY,,,94702,056 191500600,56ac761830049a30
-122.2796006,37.8656398,2306,CALIFORNIA ST,,BERKELEY,,,94703,055 191300700,0402fe17626757e6
-122.2581661,37.8654066,2509,DWIGHT WAY,,BERKELEY,,,94704,055 187502500,43d603db6171915b
-122.2612026,37.8654036,2430,DANA ST,,BERKELEY,,,94704,055 188200100,dee29d560f6097dd
-122.2905712,37.8657141,2223,SAN PABLO AVE,,BERKELEY,,,94702,056 198303300,f25c8d072e8ecf90
-122.2636412,37.8655459,2237,HASTE ST,,BERKELEY,,,94704,055 188800500,95888f34b2462f9e
-122.2984777,37.8656929,2116,FIFTH ST,,BERKELEY,,,94710,056 195901705,806ee92acd8c7436
-122.2731754,37.8656145,2335,MCKINLEY AVE,,BERKELEY,,,94703,055 190101700,684d2aae537ab0f2
-122.2880441,37.865723,2228,BROWNING ST,,BERKELEY,,,94702,056 198701400,f67eeaea35e8d818
-122.2542654,37.8654848,2646,DWIGHT WAY,,BERKELEY,,,94704,055 184600400,17d5be957323217e
-122.296583,37.8657463,2127,SIXTH ST,,BERKELEY,,,94710,056 196501900,83dd4a70e9d0fd95
-122.2658929,37.8655233,2404,FULTON ST,,BERKELEY,,,94704,055 189100201,39d1b8cf382571d9
-122.2835128,37.8657019,1401,BANCROFT WAY,,BERKELEY,,,94702,056 199803300,3a9c6eb08d372828
-122.2772828,37.8656462,2316,MCGEE AVE,,BERKELEY,,,94703,055 190901000,8978188a3f1b2049
-122.2978194,37.8657763,2119,FIFTH ST,,BERKELEY,,,94710,056 196202200,6c45e2079a02406d
-122.283312,37.8657296,1415,BANCROFT WAY,,BERKELEY,,,94702,056 199803200,c40db7b2e487c8f5
-122.2895166,37.8657538,2221,BYRON ST,,BERKELEY,,,94702,056 198402700,55eec19e17890847
-122.2540843,37.8655065,2504,COLLEGE AVE,,BERKELEY,,,94704,055 184600500,b674aca5ca119c2b
-122.2989173,37.8656662,2115,FOURTH ST,,BERKELEY,,,94710,056 195901703,61d5114a4cfbeae4
-122.2634467,37.8655718,2420,ELLSWORTH ST,,BERKELEY,,,94704,055 188800400,e9dad7ac3ba74f27
-122.2925967,37.8657934,2206,TENTH ST,,BERKELEY,,,94710,056 197500700,6d7afde826b103ac
-122.2738753,37.865643,2326,MCKINLEY AVE,,BERKELEY,,,94703,055 190400900,28463e9fffd91c7d
-122.2582817,37.8656015,2475,TELEGRAPH AVE,,BERKELEY,,,94704,055 187502700,0bc1168ee530877a
-122.276148,37.8656943,2324,ROOSEVELT AVE,,BERKELEY,,,94703,055 190801100,0375d7520a46b078
-122.2869992,37.8657598,2228,BONAR ST,,BERKELEY,,,94702,056 198801400,729a28a2fd4703bf
-122.2831369,37.8657536,1419,BANCROFT WAY,,BERKELEY,,,94702,056 199803100,934f64d48a9d47b8
-122.2810847,37.8657306,2301,SACRAMENTO ST,,BERKELEY,,,94702,055 191403100,3a6f4632a9d8465e
-122.3007817,37.8644232,91,BOLIVAR DR,,BERKELEY,,,94710,056 195200201,7329f1650859b9f2
-122.2884737,37.8657798,2227,CURTIS ST,,BERKELEY,,,94702,056 198703000,b8225bc026fc7e5a
-122.2795516,37.8657464,2304,CALIFORNIA ST,,BERKELEY,,,94703,055 191300600,21fc9a393606688b
-122.2727308,37.8656786,2332,M L KING JR WAY,,BERKELEY,,,94704,055 190100500,1477d6fa52fbae6e
-122.2784263,37.8657447,2310,JEFFERSON AVE,,BERKELEY,,,94703,055 191201100,7501f5eabfced0a1
-122.2891097,37.8658101,2218,CURTIS ST,,BERKELEY,,,94702,056 198401100,e7b9ccdd529c6a96
-122.2932452,37.8657604,1000,ALLSTON WAY,,BERKELEY,,,94710,056 197500100,46580513276c8477
-122.2588162,37.8656045,2470,TELEGRAPH AVE,,BERKELEY,,,94704,055 188100200,41a151d0c7ebed78
-122.2914679,37.8657997,2212,SAN PABLO AVE,,BERKELEY,,,94702,056 197600800,732a1fa34c01650a
-122.2750186,37.8657151,2330,GRANT ST,,BERKELEY,,,94703,055 190501300,2c358d7b201d687b
-122.2788758,37.8657221,2309,CALIFORNIA ST,,BERKELEY,,,94703,055 191203800,124677bb6f7e12c3
-122.2829396,37.8657787,1421,BANCROFT WAY,,BERKELEY,,,94702,056 199803000,2408d8cda2cc2f6c
-122.2579868,37.8654753,2511,DWIGHT WAY,,BERKELEY,,,94704,055 187502400,fb3d972796468475
-122.2961802,37.865826,2128,SEVENTH ST,,BERKELEY,,,94710,056 196501200,0cebb54bb4cf6ecd
-122.2777447,37.8657242,2315,JEFFERSON AVE,,BERKELEY,,,94703,055 190903200,153ebfb9c443c534
-122.2800874,37.8657593,2303,SPAULDING AVE,,BERKELEY,,,94703,055 191303500,7a1f50b29070e457
-122.2919372,37.8657589,2211,TENTH ST,,BERKELEY,,,94710,056 197603001,6d38744ba148715e
-122.2874281,37.8658,2231,BROWNING ST,,BERKELEY,,,94702,056 198802600,1d4a4e10bac0ccde
-122.2772948,37.8657571,2314,MCGEE AVE,,BERKELEY,,,94703,055 190900900,8b290514f836c854
-122.2754681,37.8657407,2319,ROOSEVELT AVE,,BERKELEY,,,94703,055 190503000,fcfb52b736339f97
-122.2647573,37.8656618,2412,ATHERTON ST,,BERKELEY,,,94704,055 188801400,7404d31628f4b88f
-122.2807235,37.8657761,2300,SPAULDING AVE,,BERKELEY,,,94703,055 191403200,bf868b3a6895d974
-122.2827545,37.8658039,1423,BANCROFT WAY,,BERKELEY,,,94702,056 199802900,b05aa817562f84a9
-122.2930756,37.8657939,1010,ALLSTON WAY,,BERKELEY,,,94710,056 197500200,e797b4172c291aae
-122.2880637,37.865832,2224,BROWNING ST,,BERKELEY,,,94702,056 198701300,fa12830ba83b2689
-122.2765939,37.8657442,2319,MCGEE AVE,,BERKELEY,,,94703,055 190803000,54cd8df10d8f9828
-122.2952367,37.8658073,909,ALLSTON WAY,,BERKELEY,,,94710,056 196801500,55a2958c903d7d99
-122.2985409,37.8658818,2114,FIFTH ST,,BERKELEY,,,94710,056 195901704,9c3c0ac614f11b79
-122.2926232,37.8658772,2204,TENTH ST,,BERKELEY,,,94710,056 197500600,02d0b7e6ff681bcd
-122.2743328,37.8657464,2325,GRANT ST,,BERKELEY,,,94703,055 190402300,52d28d4cc4f6b72e
-122.2929432,37.8658207,1012,ALLSTON WAY,,BERKELEY,,,94710,056 197500300,72954d7bf21cbcd3
-122.2784354,37.865814,2308,JEFFERSON AVE,,BERKELEY,,,94703,055 191201000,b249e3199d0cfa8f
-122.2966266,37.8658786,2125,SIXTH ST,,BERKELEY,,,94710,056 196502000,e1d65a564b0aea7f
-122.2533613,37.8654547,2700,DWIGHT WAY,,BERKELEY,,,94704,055 184703102,39e557d62ba83b4c
-122.2669886,37.8655916,2401,SHATTUCK AVE,,BERKELEY,,,94704,055 189101401,9d2a5600c51989c1
-122.3002754,37.8652429,0,THIRD ST,,BERKELEY,,,94710,056 195200300,5d14012842f8ecc3
-122.2895414,37.8658631,2219,BYRON ST,,BERKELEY,,,94702,056 198402800,73400a35aefdf017
-122.2905454,37.8658194,2219,SAN PABLO AVE,,BERKELEY,,,94702,056 198303400,baac067ee34e73a9
-122.2870193,37.8658676,2224,BONAR ST,,BERKELEY,,,94702,056 198801300,4b7896c6d9b94635
-122.2950596,37.8658451,913,ALLSTON WAY,,BERKELEY,,,94710,056 196801400,1539f8b0a2889eb6
-122.2928454,37.865842,1014,ALLSTON WAY,,BERKELEY,,,94710,056 197500400,a5ee96cb7461472d
-122.2666137,37.8656106,2116,CHANNING WAY,,BERKELEY,,,94704,055 189101700,fc45a80366cfae6e
-122.2628236,37.8656776,2309,HASTE ST,,BERKELEY,,,94704,055 188301600,fb7a0ed2aded7afb
-122.2884957,37.8658859,2223,CURTIS ST,,BERKELEY,,,94702,056 198703100,fd4018f8bdf1a32a
-122.2525075,37.8655859,2726,DWIGHT WAY,,BERKELEY,,,94704,055 185000100,2ab0af18746030cd
-122.2795623,37.8658512,2302,CALIFORNIA ST,,BERKELEY,,,94703,055 191300500,0cfdeabdb4d50e1e
-122.2761597,37.8658093,2322,ROOSEVELT AVE,,BERKELEY,,,94703,055 190801000,28dce5a1ac30db41
-122.2522717,37.8655973,2730,DWIGHT WAY,,BERKELEY,,,94704,055 185000200,89d39576bad08080
-122.2891264,37.8659035,2216,CURTIS ST,,BERKELEY,,,94702,056 198401000,9ae10e9d4df4dfee
-122.2582775,37.86571,2461,TELEGRAPH AVE,,BERKELEY,,,94704,055 187502802,20cff17bb45c7bc2
-122.2750279,37.8658191,2328,GRANT ST,,BERKELEY,,,94703,055 190501200,d6eb06e92dab994b
-122.2901276,37.8658704,2214,BYRON ST,,BERKELEY,,,94702,056 198301502,b30cb3c3b478ca6d
-122.266438,37.8656562,2118,CHANNING WAY,,BERKELEY,,,94704,055 189101800,43e39f964d797dbe
-122.2801179,37.8658612,1530,BANCROFT WAY,,BERKELEY,,,94703,055 191300100,4346c97cd7a29278
-122.2915006,37.8659055,2210,SAN PABLO AVE,,BERKELEY,,,94702,056 197600700,c4c230f3a16fbd71
-122.2948883,37.8658778,2130,EIGHTH ST,,BERKELEY,,,94710,056 196801300,68964bb315ccf141
-122.252067,37.8655801,2736,DWIGHT WAY,,BERKELEY,,,94704,055 185000302,2eeee9cca00801ea
-122.2773043,37.8658492,2312,MCGEE AVE,,BERKELEY,,,94703,055 190900800,77c1bc46e233b60c
-122.2880846,37.865928,2220,BROWNING ST,,BERKELEY,,,94702,056 198701200,02b8225bd711da64
-122.2798986,37.865835,1532,BANCROFT WAY,,BERKELEY,,,94703,055 191300200,97063b5ad4cfb0ee
-122.2966554,37.8659781,2123,SIXTH ST,,BERKELEY,,,94710,056 196502100,e3ea7ae305aeb24e
-122.2662677,37.8656771,2120,CHANNING WAY,,BERKELEY,,,94704,055 189101900,ba65ecfc206e22ea
-122.2518319,37.8655929,2750,DWIGHT WAY,,BERKELEY,,,94704,055 185000303,0ac1213a5a92336c
-122.2864092,37.8658559,2227,BONAR ST,,BERKELEY,,,94702,056 199100113,e8097ee37b690cdb
-122.2978633,37.8659213,2117,FIFTH ST,COM,BERKELEY,,,94710,056 196205400,f7e2e60ea0c4b85a
-122.3021271,37.8659546,605,ADDISON ST,,BERKELEY,,,94710,056 195300603,ea680bcb692f534b
-122.2962207,37.8659588,2124,SEVENTH ST,,BERKELEY,,,94710,056 196501100,56c2a8cd90850b88
-122.2605735,37.8651203,2401,DWIGHT WAY,,BERKELEY,,,94704,055 188101200,71306a045aa09cff
-122.2806959,37.8653834,2312,SPAULDING AVE,,BERKELEY,,,94703,055 191403600,57e53f206e8ef237
-122.2634087,37.8652832,2426,ELLSWORTH ST,,BERKELEY,,,94704,055 188900100,aa7bcc8eb20b259f
-122.2829113,37.865383,2304,EDWARDS ST,,BERKELEY,,,94702,056 191600600,f1e06a08c09370ac
-122.2869072,37.8653398,1245,BANCROFT WAY,,BERKELEY,,,94702,056 198801800,6d504719a0ee6b21
-122.2765586,37.8653501,2329,MCGEE AVE,,BERKELEY,,,94703,055 190802700,c7853c3677144008
-122.2530362,37.8652102,2512,ETNA ST,,BERKELEY,,,94704,055 184700600,7b3d90f6e23c28ff
-122.2894485,37.8654279,2231,BYRON ST,,BERKELEY,,,94702,056 198402400,54d692fdb84acc7a
-122.2541336,37.865229,2510,COLLEGE AVE,,BERKELEY,,,94704,055 184600700,4da7eb2a206ac977
-122.2867721,37.8653573,1249,BANCROFT WAY,,BERKELEY,,,94702,056 198801700,c43203d343d3a641
-122.2835158,37.8654135,1402,BANCROFT WAY,,BERKELEY,,,94702,056 191600100,95da146fef8f6690
-122.2742881,37.8653373,2337,GRANT ST,,BERKELEY,,,94703,055 190402000,83f4210f74386580
-122.2788417,37.8653773,2319,CALIFORNIA ST,,BERKELEY,,,94703,055 191203500,f8f7918becfc1814
-122.2679995,37.8653546,2414,SHATTUCK AVE,,BERKELEY,,,94704,055 189600200,e32b25be7e1762f8
-122.2913517,37.8654598,2226,SAN PABLO AVE,,BERKELEY,,,94702,056 197601201,9f36d1258bcae794
-122.2512103,37.865217,2517,PIEDMONT AVE,,BERKELEY,,,94704,055 185102400,6f83605aec907abf
-122.2810639,37.86543,2311,SACRAMENTO ST,,BERKELEY,,,94702,055 191406300,a5fad9696f2f5e5a
-122.2900384,37.8654657,2226,BYRON ST,,BERKELEY,,,94702,056 198301801,84c013efb0ba8498
-122.2971872,37.8655024,2128,SIXTH ST,,BERKELEY,,,94710,056 196201201,53674ae85c69367f
-122.2835715,37.8658651,1400,ACROFT CT,,BERKELEY,,,94702,056 199803400,415ea8de53ab838c
-122.2646869,37.8657884,2408,ATHERTON ST,,BERKELEY,,,94704,055 188801300,7a9611ad36f6579a
-122.2797867,37.8658202,1538,BANCROFT WAY,,BERKELEY,,,94703,055 191300300,c26316dd596113c7
-122.2783353,37.8659042,2306,JEFFERSON AVE,,BERKELEY,,,94703,055 191200900,e381f58b6d6548c3
-122.2926534,37.8659695,2200,TENTH ST,,BERKELEY,,,94710,056 197500500,950134a5019d6034
-122.266133,37.8657439,2124,CHANNING WAY,,BERKELEY,,,94704,055 189102000,be72393c9bb0095f
-122.2874543,37.865924,2227,BROWNING ST,,BERKELEY,,,94702,056 198802700,d9949cf0fdd9791a
-122.2777588,37.8658643,2311,JEFFERSON AVE,A&B,BERKELEY,,,94703,055 190903600,b0bf594f5a4a5f37
-122.2599211,37.8654211,2400,HASTE ST,,BERKELEY,,,94704,055 188101701,00f138d9ae59b362
-122.28179,37.8659251,1465,BANCROFT WAY,,BERKELEY,,,94702,056 199802100,8400399fe468cad9
-122.2743466,37.8658708,2323,GRANT ST,,BERKELEY,,,94703,055 190402400,e6ab6483dc857ac3
-122.2698666,37.8657343,2001,CHANNING WAY,,BERKELEY,,,94704,055 189501400,8c914300c21b7071
-122.2834076,37.8658895,1404,ACROFT CT,,BERKELEY,,,94702,056 199803500,2cd1d0523d3a2f63
-122.263031,37.865703,2301,HASTE ST,,BERKELEY,,,94704,055 188301800,354b6f752ca993f4
-122.2652274,37.8657459,2405,FULTON ST,,BERKELEY,,,94704,055 188802301,09397f02d234d8a8
-122.2511443,37.8656297,2513,PIEDMONT AVE,,BERKELEY,,,94704,055 185100101,ce3ee4bfca01a8a2
-122.28956,37.8659716,2215,BYRON ST,,BERKELEY,,,94702,056 198402900,27b9bf54c23bd80f
-122.2987866,37.8659613,2107,FOURTH ST,,BERKELEY,,,94710,056 195902001,5ed8b8000d042e04
-122.3019506,37.8659824,615,ADDISON ST,,BERKELEY,,,94710,056 195300601,8fa716acd4896dfc
-122.2870396,37.8659667,2222,BONAR ST,,BERKELEY,,,94702,056 198801200,935b93a089656d86
-122.3011466,37.8619664,80,BOLIVAR DR,,BERKELEY,,,94710,060 252100301,bedba348694c282f
-122.2590951,37.8656846,2442,HASTE ST,,BERKELEY,,,94704,055 188101800,b0fe41517b6eff2d
-122.2795655,37.8659454,2300,CALIFORNIA ST,,BERKELEY,,,94703,055 191300400,40b80c0330dda7b5
-122.2697297,37.8657584,2005,CHANNING WAY,,BERKELEY,,,94704,055 189501300,f7a9c96eca7892ef
-122.2766106,37.8658848,2315,MCGEE AVE,,BERKELEY,,,94703,055 190803100,ebd78109fd822c83
-122.294532,37.8659502,927,ALLSTON WAY,,BERKELEY,,,94710,056 197102000,14390390facafb1a
-122.2832486,37.8659108,1408,ACROFT CT,,BERKELEY,,,94702,056 199803600,80494230d6d63bc9
-122.2891489,37.8660001,2214,CURTIS ST,,BERKELEY,,,94702,056 198400900,234bac1dcb5eafd9
-122.2628879,37.8657787,2307,HASTE ST,,BERKELEY,,,94704,055 188301700,ae1d9f74f03b7b13
-122.2901576,37.8660149,2212,BYRON ST,,BERKELEY,,,94702,056 198301501,df466c6db481123b
-122.288518,37.8659926,2219,CURTIS ST,,BERKELEY,,,94702,056 198703200,28b110bed9090507
-122.2973706,37.8658835,2120,SIXTH ST,COM,BERKELEY,,,94710,056 196204502,d7f40c5099fbe4c8
-122.2761658,37.8659211,2312,ROOSEVELT AVE,,BERKELEY,,,94703,055 190800900,96529df50d74717c
-122.2658725,37.8657781,2150,CHANNING WAY,,BERKELEY,,,94704,055 189102101,e6f9a6506af58578
-122.2611968,37.8658293,2418,DANA ST,,BERKELEY,,,94704,055 188300600,f7f5174855e43fc5
-122.2695946,37.8657768,2009,CHANNING WAY,,BERKELEY,,,94704,055 189501200,b9dbd0a14294ca37
-122.2881028,37.8660133,2218,BROWNING ST,,BERKELEY,,,94702,056 198701100,b5fbf21edecf36c0
-122.2750383,37.8659226,2326,GRANT ST,,BERKELEY,,,94703,055 190501103,5128b99eb6bb627d
-122.2943894,37.8659782,931,ALLSTON WAY,,BERKELEY,,,94710,056 197101900,b279b9b67ec38bc5
-122.2830867,37.8659317,1412,ACROFT CT,,BERKELEY,,,94702,056 199803700,bcad36fd2532106e
-122.2773141,37.8659456,2310,MCGEE AVE,,BERKELEY,,,94703,055 190900700,f29300e1640714b4
-122.275483,37.865894,2313,ROOSEVELT AVE,,BERKELEY,,,94703,055 190503201,8e0cf917499caafb
-122.2914778,37.8660252,2204,SAN PABLO AVE,,BERKELEY,,,94702,056 197600600,3e6173238f61a62e
-122.2921749,37.8659712,1030,ALLSTON WAY,,BERKELEY,,,94710,056 197600100,63351028def4a6ca
-122.2950872,37.8660364,2124,EIGHTH ST,,BERKELEY,,,94710,056 196801200,25ae01e00b471f6a
-122.2829301,37.8659517,1416,ACROFT CT,,BERKELEY,,,94702,056 199803800,c56a743de53558e5
-122.2997222,37.8654469,719,ALLSTON WAY,,BERKELEY,,,94710,056 195600100,d350e4aa1079a636
-122.2588491,37.8657854,2464,TELEGRAPH AVE,,BERKELEY,,,94704,055 188100100,99265335ad3b3ee4
-122.2694341,37.8657967,2015,CHANNING WAY,,BERKELEY,,,94704,055 189501100,9a785960c4d1c4b8
-122.2938844,37.8660385,945,ALLSTON WAY,,BERKELEY,,,94710,056 197101500,054ed35cd8390ce0
-122.2636167,37.8657848,2412,ELLSWORTH ST,,BERKELEY,,,94704,055 188800300,546733f7e7fe14b9
-122.2790685,37.8659084,1600,BANCROFT WAY,,BERKELEY,,,94703,055 191200100,933bacefd222044b
-122.2783437,37.8659953,2304,JEFFERSON AVE,,BERKELEY,,,94703,055 191200800,a0fce4a796026c0f
-122.2942447,37.8660076,935,ALLSTON WAY,,BERKELEY,,,94710,056 197101800,16a7e2dca120ef18
-122.292042,37.8659975,1034,ALLSTON WAY,,BERKELEY,,,94710,056 197600200,ae34eb87e1b7544c
-122.2640916,37.8656734,0,HASTE ST,,BERKELEY,,,94704,055 188800801,2469aa1483c1b00b
-122.2789626,37.8659219,1602,BANCROFT WAY,,BERKELEY,,,94703,055 191200200,1384498487b46383
-122.2692574,37.8658219,2019,CHANNING WAY,,BERKELEY,,,94704,055 189501000,458225918bb4584b
-122.293773,37.866061,949,ALLSTON WAY,,BERKELEY,,,94710,056 197101400,cb2189d7016f420a
-122.2962571,37.8660803,2118,SEVENTH ST,,BERKELEY,,,94710,056 196501000,e60f20f5d74d72e1
-122.296688,37.8660779,2117,SIXTH ST,,BERKELEY,,,94710,056 196502200,bb276e52875b0db2
-122.2819673,37.8659679,1437,BANCROFT WAY,,BERKELEY,,,94702,056 199802200,b9fe0084ce68dd39
-122.278852,37.8659355,1604,BANCROFT WAY,,BERKELEY,,,94703,055 191200300,029e2d7a7bc1f9a4
-122.2974359,37.8661156,2112,SIXTH ST,,BERKELEY,,,94710,056 196200800,a82ae6f5725bee25
-122.2941154,37.866034,939,ALLSTON WAY,,BERKELEY,,,94710,056 197101700,0c769b094e8adca0
-122.2919054,37.8660232,1036,ALLSTON WAY,,BERKELEY,,,94710,056 197600300,6c91fc8c0ff1cb21
-122.2690983,37.8658417,2021,CHANNING WAY,,BERKELEY,,,94704,055 189500900,55c6368535aff6a0
-122.2895839,37.8660774,2213,BYRON ST,,BERKELEY,,,94702,056 198403000,522d8fe8b523ce06
-122.2980055,37.8660908,2109,FIFTH ST,,BERKELEY,,,94710,056 196203000,2a1a5b822885b453
-122.2787363,37.8659494,1606,BANCROFT WAY,,BERKELEY,,,94703,055 191200400,e14f2e7a1826b46d
-122.2689749,37.8658599,2023,CHANNING WAY,,BERKELEY,,,94704,055 189500800,a5fafc99170d90f7
-122.2870625,37.8660734,2218,BONAR ST,,BERKELEY,,,94702,056 198801100,9c8f7ce4b832f57b
-122.2940067,37.8660571,941,ALLSTON WAY,,BERKELEY,,,94710,056 197101600,acf5605bd1c2f3dd
-122.2652651,37.8659355,2204,CHANNING WAY,,BERKELEY,,,94704,055 188802400,6887c7964d99d9ce
-122.2750496,37.8660173,2314,GRANT ST,,BERKELEY,,,94703,055 190501000,536bc3998b2e6ccc
-122.2881172,37.8661001,2216,BROWNING ST,,BERKELEY,,,94702,056 198701000,20fd3279b2dd3c22
-122.2991827,37.8660896,726,ADDISON ST,,BERKELEY,,,94710,056 195900100,a4fcdbf215d41f23
-122.2891681,37.8661,2210,CURTIS ST,,BERKELEY,,,94702,056 198400800,f45fba0490ff399e
-122.3128042,37.8662869,201,UNIVERSITY AVE,H37,BERKELEY,,,94710,060 900800300,dc27e5723a51a3b1
-122.2582878,37.8658685,2455,TELEGRAPH AVE,,BERKELEY,,,94704,055 187502900,0dd6a9a5f4604848
-122.2827618,37.8659702,1420,ACROFT CT,,BERKELEY,,,94702,056 199803900,41ef9b88cf8a6846
-122.2743582,37.8659962,2319,GRANT ST,,BERKELEY,,,94703,055 190402500,01b8658beff7b302
-122.2885397,37.8661016,2215,CURTIS ST,,BERKELEY,,,94702,056 198703300,d9e896cce9d51792
-122.2649547,37.8658706,2212,CHANNING WAY,,BERKELEY,,,94704,055 188802500,3f3dd41c63e2cc4b
-122.2917524,37.8660543,0,ALLSTON WAY,,BERKELEY,,,94710,056 197600400,ea4c9ce6442c0708
-122.2874854,37.8660706,2221,BROWNING ST,,BERKELEY,,,94702,056 198802800,3a417a322ba3de05
-122.2907226,37.8661017,2205,SAN PABLO AVE,,BERKELEY,,,94702,056 198303601,5cf5e55eb6a82cc8
-122.2785682,37.8659733,1608,BANCROFT WAY,,BERKELEY,,,94703,055 191200501,713f9458cd3bd728
-122.2766278,37.8660218,2311,MCGEE AVE,,BERKELEY,,,94703,055 190803200,8324f029c29b41c6
-122.2901797,37.8661177,2208,BYRON ST,,BERKELEY,,,94702,056 198301400,6a0561fb7b09f6f0
-122.2818065,37.8660598,2240,SACRAMENTO ST,,BERKELEY,,,94702,056 199802000,e5a93edaa42c5448
-122.2558351,37.8657519,2619,DWIGHT WAY,,BERKELEY,,,94704,055 187401200,907c3ec1a80aa2a4
-122.2754984,37.8660378,2311,ROOSEVELT AVE,,BERKELEY,,,94703,055 190503300,a4086a0c41a2b2ff
-122.2580202,37.8658308,2506,HASTE ST,,BERKELEY,,,94704,055 187503001,5364069787e1c3db
-122.2771639,37.8660696,2306,MCGEE AVE,,BERKELEY,,,94703,055 190900601,a27f0601a65b2855
-122.276207,37.8660322,2310,ROOSEVELT AVE,,BERKELEY,,,94703,055 190800800,a51cd21d3a564a04
-122.295124,37.8661418,2120,EIGHTH ST,,BERKELEY,,,94710,056 196801100,fa3cfc4ef3be9f70
-122.2612193,37.8659516,2414,DANA ST,,BERKELEY,,,94704,055 188300500,dc08c4d33db91b12
-122.2967188,37.8661796,2113,SIXTH ST,,BERKELEY,,,94710,056 196502300,8125288b654419b2
-122.2822119,37.865989,1433,BANCROFT WAY,,BERKELEY,,,94702,056 199802400,d720910cd2c0351a
-122.2648154,37.8659188,2214,CHANNING WAY,,BERKELEY,,,94704,055 188802600,eac2d4f136a5eded
-122.2974572,37.8661836,2110,SIXTH ST,,BERKELEY,,,94710,056 196200700,5e6474c0e8bded97
-122.2938703,37.8661831,2128,NINTH ST,,BERKELEY,,,94710,056 197101300,b3336e2728027244
-122.2783529,37.8660902,1628,BANCROFT WAY,,BERKELEY,,,94703,055 191200700,da3a727a23c88528
-122.2732075,37.8658889,2325,MCKINLEY AVE,,BERKELEY,,,94703,055 190101800,036aa62e4f8254a7
-122.3126721,37.8663303,201,UNIVERSITY AVE,H42,BERKELEY,,,94710,060 900800500,4ed5e2a043e025b3
-122.2820909,37.8660036,1435,BANCROFT WAY,,BERKELEY,,,94702,056 199802300,23d01308c1601a72
-122.2944483,37.8661668,2123,EIGHTH ST,,BERKELEY,,,94710,056 197102100,3b335d245829e9a7
-122.2685609,37.8659125,2029,CHANNING WAY,COM,BERKELEY,,,94704,055 189504000,04cf478ea5c64029
-122.2646689,37.865966,2216,CHANNING WAY,,BERKELEY,,,94704,055 188801200,2b9da73b46f127e5
-122.2989319,37.8661394,732,ADDISON ST,,BERKELEY,,,94710,056 195900200,d4f6638b52859ab8
-122.2980468,37.8662247,2107,FIFTH ST,,BERKELEY,,,94710,056 196202600,26b28d83918de8cc
-122.3125599,37.8663564,201,UNIVERSITY AVE,H5,BERKELEY,,,94710,060 900800100,5b0e9804729d6601
-122.2826288,37.8659867,1425,BANCROFT WAY,,BERKELEY,,,94702,056 199802800,86ec737b006f4777
-122.2864582,37.8660931,2223,BONAR ST,,BERKELEY,,,94702,056 199100108,bea178bfe64d4c48
-122.2915201,37.8661587,2200,SAN PABLO AVE,,BERKELEY,,,94702,056 197600500,9935053b3ef2b87b
-122.2962966,37.8661987,2116,SEVENTH ST,,BERKELEY,,,94710,056 196500900,0181287d0ec4b317
-122.2881389,37.8661864,2214,BROWNING ST,,BERKELEY,,,94702,056 198700900,5d5c86e24c27b3bd
-122.2767384,37.8661226,2307,MCGEE AVE,,BERKELEY,,,94703,055 190803300,3dac9f67e7b792fc
-122.289603,37.8661849,2211,BYRON ST,,BERKELEY,,,94702,056 198403100,39a805da1c9bcc40
-122.2825273,37.8659963,1427,BANCROFT WAY,,BERKELEY,,,94702,056 199802700,8a203100b541a41f
-122.2834792,37.8661472,2227,ACTON ST,,BERKELEY,,,94702,056 199804400,4c585a346f27790e
-122.3128406,37.8663774,201,UNIVERSITY AVE,H22,BERKELEY,,,94710,060 900800200,f575c22c448ad03d
-122.2824282,37.8660104,1429,BANCROFT WAY,,BERKELEY,,,94702,056 199802600,8d38d4b51da2ca60
-122.2870856,37.8661836,2216,BONAR ST,,BERKELEY,,,94702,056 198801000,0075e6a15df18e5f
-122.2818867,37.8661678,2230,SACRAMENTO ST,,BERKELEY,,,94702,056 199801900,dc71ffcc5cbbbea8
-122.2750607,37.8661162,2310,GRANT ST,,BERKELEY,,,94703,055 190500900,6dccd26ff91973dd
-122.2823294,37.8660223,1431,BANCROFT WAY,,BERKELEY,,,94702,056 199802500,219301bb3ee886a7
-122.2885621,37.8662099,2211,CURTIS ST,,BERKELEY,,,94702,056 198703400,f6e015c13cc07957
-122.2761483,37.8661409,2306,ROOSEVELT AVE,,BERKELEY,,,94703,055 190800700,d75c406b4407a5b2
-122.2934003,37.8661817,2135,NINTH ST,,BERKELEY,,,94710,056 197402200,4642376fd3285635
-122.2778172,37.8660692,1630,BANCROFT WAY,,BERKELEY,,,94703,055 190900101,a63e3dcbcbd501c3
-122.2841564,37.8661798,2222,ACTON ST,,BERKELEY,,,94702,056 199300800,6589291b2774681c
-122.2796178,37.8661942,1547,BANCROFT WAY,,BERKELEY,,,94703,056 200101800,2a23f0e9a5a61c17
-122.2683409,37.8659666,2035,CHANNING WAY,,BERKELEY,,,94704,055 189500500,20e3a5e7ecf2a6da
-122.2775758,37.8660991,1638,BANCROFT WAY,,BERKELEY,,,94703,055 190900300,ba15c415c6f98fc6
-122.2985974,37.8662065,2100,FIFTH ST,,BERKELEY,,,94710,056 195900300,b72841ef45f56ec6
